BIN,country_name,card_brand,card_type,card_level,issuer_name,country_code2,is_valid
400539,UNITED STATES,VISA,CREDIT,,AMALGAMATED BANK OF CHICAGO,US,
400540,UNITED STATES,VISA,DEBIT,PREPAID,"U.S. BANK, N.A.",US,
400542,UNITED STATES,VISA,DEBIT,PREPAID CLASSIC,BANGOR SAVINGS BANK,US,
400543,UNITED STATES,VISA,DEBIT,PREPAID CLASSIC,SUTTON BANK,US,
400544,UNITED STATES,VISA,DEBIT,PREPAID,"U.S. BANK, N.A.",US,
400545,UNITED STATES,VISA,DEBIT,PREPAID CLASSIC,SUTTON BANK,US,
400546,UNITED STATES,VISA,CREDIT,CLASSIC,LIBERTY BANK,US,
400547,UNITED STATES,VISA,DEBIT,BUSINESS,PATTERSON STATE BANK,US,
400548,UNITED STATES,VISA,DEBIT,PREPAID CLASSIC,BANGOR SAVINGS BANK,US,
400551,UNITED STATES,VISA,CREDIT,CORPORATE T&amp;E,LATIN AMERICA AND CARIBBEAN REGION,US,
400552,UNITED STATES,VISA,CREDIT,CORPORATE T&amp;E,INTL HDQTRS-CENTER OWNED,US,
400554,UNITED STATES,VISA,CREDIT,TRADITIONAL,INTL HDQTRS-CENTER OWNED,US,
400555,UNITED STATES,VISA,DEBIT,CLASSIC,U.S. REGION,US,
400556,UNITED STATES,VISA,DEBIT,CLASSIC,U.S. REGION,US,
400559,UNITED STATES,VISA,CREDIT,TRADITIONAL,"WELLS FARGO BANK, NATIONAL ASSOCIATION",US,
400560,UNITED STATES,VISA,CREDIT,TRADITIONAL,VISA U.S.A. INC.,US,
400561,UNITED STATES,VISA,CREDIT,TRADITIONAL,LATIN AMERICA AND CARIBBEAN REGION,US,
400563,UNITED STATES,VISA,CREDIT,,,US,
400564,UNITED STATES,VISA,DEBIT,CLASSIC,"STRIDE BANK, N.A.",US,
400565,UNITED STATES,VISA,DEBIT,CLASSIC,APCI FEDERAL CREDIT UNION,US,
400567,UNITED STATES,VISA,DEBIT,BUSINESS,"STRIDE BANK, NATIONAL ASSOCIATION",US,
400570,UNITED STATES,VISA,DEBIT,CLASSIC,"FIRST FINANCIAL BANKSHARES, INC.",US,
400571,UNITED STATES,VISA,DEBIT,BUSINESS,"FIRST FINANCIAL BANKSHARES, INC.",US,
400572,UNITED STATES,VISA,DEBIT,CLASSIC,CENTURY BANK,US,
400573,UNITED STATES,VISA,DEBIT,BUSINESS,CENTURY BANK,US,
400574,UNITED STATES,VISA,CREDIT,TRADITIONAL,"WELLS FARGO BANK, NATIONAL ASSOCIATION",US,
400575,UNITED STATES,VISA,CREDIT,BUSINESS,FIRST FIDELITY BANK,US,
400577,UNITED STATES,VISA,CREDIT,CLASSIC,VISA U.S.A. INC.,US,
400579,UNITED STATES,VISA,CREDIT,CLASSIC,LOOKOUT FEDERAL CREDIT UNION,US,
400580,UNITED STATES,VISA,CREDIT,TRADITIONAL,ROSWELL COMMUNITY FEDERAL CREDIT UNION,US,
400581,UNITED STATES,VISA,CREDIT,TRADITIONAL,IRON COUNTY COMMUNITY CREDIT UNION,US,
400582,UNITED STATES,VISA,CREDIT,TRADITIONAL,WELCOME FEDERAL CREDIT UNION,US,
400583,UNITED STATES,VISA,CREDIT,CLASSIC,MCT CREDIT UNION,US,
400584,UNITED STATES,VISA,CREDIT,CLASSIC,GRASSLANDS FEDERAL CREDIT UNION,US,
400585,UNITED STATES,VISA,DEBIT,BUSINESS,WESTERRA CREDIT UNION,US,
400586,UNITED STATES,VISA,CREDIT,BUSINESS,WESTERRA CREDIT UNION,US,
400587,UNITED STATES,VISA,DEBIT,PREPAID RELOADABLE,SERVICE CREDIT UNION,US,
400590,UNITED STATES,VISA,CREDIT,BUSINESS,EVERENCE FEDERAL CREDIT UNION,US,
400591,UNITED STATES,VISA,CREDIT,BUSINESS,CREDIT UNION OF ATLANTA,US,
400592,UNITED STATES,VISA,CREDIT,TRADITIONAL,GARDINER FEDERAL CREDIT UNION,US,
400593,UNITED STATES,VISA,DEBIT,BUSINESS,NEIGHBORS CREDIT UNION,US,
400594,UNITED STATES,VISA,DEBIT,PREPAID,SERVICE CREDIT UNION,US,
400595,UNITED STATES,VISA,DEBIT,PREPAID,SERVICE CREDIT UNION,US,
400597,UNITED STATES,VISA,CREDIT,BUSINESS,FIRST ELECTRONIC BANK,US,
400600,UNITED STATES,VISA,DEBIT,CLASSIC,LINDELL BANK &amp; TRUST COMPANY,US,
400602,UNITED STATES,VISA,DEBIT,BUSINESS,TSB BANK,US,
400604,UNITED STATES,VISA,DEBIT,BUSINESS,MID MINNESOTA FEDERAL CREDIT UNION,US,
400607,UNITED STATES,VISA,DEBIT,BUSINESS,CBW BANK,US,
400611,UNITED STATES,VISA,DEBIT,BUSINESS,FIRST COMMUNITY BANK,US,
400613,UNITED STATES,VISA,CREDIT,TRADITIONAL,U.S. BANK NATIONAL ASSOCIATION-CREDIT,US,
400614,UNITED STATES,VISA,CREDIT,TRADITIONAL,U.S. BANK NATIONAL ASSOCIATION-CREDIT,US,
400617,UNITED STATES,VISA,CREDIT,SIGNATURE,PROVIDENT CREDIT UNION,US,
400618,UNITED STATES,VISA,DEBIT,BUSINESS,SELECT BANK &amp; TRUST COMPANY,US,
400619,UNITED STATES,VISA,DEBIT,CLASSIC,STATE BANK OF DE KALB,US,
400620,UNITED STATES,VISA,DEBIT,PREPAID,SUNTRUST BANK,US,
400632,UNITED STATES,VISA,DEBIT,PREPAID,THE HUNTINGTON NATIONAL BANK,US,
400636,UNITED STATES,VISA,DEBIT,CLASSIC,"STRIDE BANK, NATIONAL ASSOCIATION",US,
400639,UNITED STATES,VISA,CREDIT,BUSINESS,AVADIAN CREDIT UNION,US,
400640,UNITED STATES,VISA,DEBIT,CLASSIC,CENTRAL SOYA FEDERAL CREDIT UNION,US,
400641,UNITED STATES,VISA,CREDIT,CLASSIC,INOVA FEDERAL CREDIT UNION,US,
400650,UNITED STATES,VISA,DEBIT,CLASSIC,MOODY NATIONAL BANK,US,
400651,UNITED STATES,VISA,DEBIT,CLASSIC,HASTINGS FEDERAL CREDIT UNION,US,
400655,UNITED STATES,VISA,CREDIT,,,US,
400656,UNITED STATES,VISA,CREDIT,TRADITIONAL,BANTERRA BANK,US,
400658,UNITED STATES,VISA,DEBIT,CLASSIC,1ST ADVANTAGE BANK,US,
400664,UNITED STATES,VISA,CREDIT,BUSINESS,FIRST SOUTH FINANCIAL CREDIT UNION,US,
400665,UNITED STATES,VISA,DEBIT,CLASSIC,SUTTON BANK,US,
400668,UNITED STATES,VISA,DEBIT,CLASSIC,STEARNS BANK NATIONAL ASSOCIATION,US,
400685,UNITED STATES,VISA,DEBIT,PREPAID CLASSIC,EASTMAN CREDIT UNION,US,
400688,UNITED STATES,VISA,CREDIT,TRADITIONAL,"WELLS FARGO BANK, NATIONAL ASSOCIATION",US,
400692,UNITED STATES,VISA,DEBIT,CLASSIC,TANNER EMPLOYEES CREDIT UNION,US,
400695,UNITED STATES,VISA,DEBIT,PREPAID CLASSIC,WOODLAND BANK,US,
400698,UNITED STATES,VISA,CREDIT,CORPORATE T&amp;E,M&amp;T BANK,US,
400700,UNITED STATES,VISA,DEBIT,CLASSIC,"HSBC BANK USA, N.A.",US,
400701,UNITED STATES,VISA,CREDIT,,,US,
400702,UNITED STATES,VISA,CREDIT,,,US,
400703,UNITED STATES,VISA,CREDIT,,,US,
400704,UNITED STATES,VISA,CREDIT,,,US,
400705,UNITED STATES,VISA,CREDIT,,,US,
400706,UNITED STATES,VISA,CREDIT,,,US,
400707,UNITED STATES,VISA,CREDIT,,,US,
400708,UNITED STATES,VISA,CREDIT,,,US,
400710,UNITED STATES,VISA,CREDIT,,,US,
400711,UNITED STATES,VISA,CREDIT,,,US,
400712,UNITED STATES,VISA,CREDIT,,,US,
400713,UNITED STATES,VISA,CREDIT,,,US,
400714,UNITED STATES,VISA,CREDIT,,,US,
400715,UNITED STATES,VISA,CREDIT,,,US,
400716,UNITED STATES,VISA,CREDIT,,,US,
400717,UNITED STATES,VISA,CREDIT,,,US,
400718,UNITED STATES,VISA,CREDIT,,,US,
400719,UNITED STATES,VISA,CREDIT,,,US,
400721,UNITED STATES,VISA,CREDIT,,,US,
400722,UNITED STATES,VISA,CREDIT,,,US,
400723,UNITED STATES,VISA,CREDIT,,,US,
400724,UNITED STATES,VISA,CREDIT,,,US,
400732,UNITED STATES,VISA,CREDIT,TRADITIONAL REWARDS,PARK VIEW FEDERAL CREDIT UNION,US,
400737,UNITED STATES,VISA,CREDIT,BUSINESS,BLUE COAST FEDERAL CREDIT UNION,US,
400743,UNITED STATES,VISA,CREDIT,,,US,
400744,UNITED STATES,VISA,CREDIT,,,US,
400745,UNITED STATES,VISA,DEBIT,PREPAID CLASSIC,SUTTON BANK,US,
400746,UNITED STATES,VISA,CREDIT,,,US,
400747,UNITED STATES,VISA,CREDIT,,,US,
400748,UNITED STATES,VISA,CREDIT,,,US,
400749,UNITED STATES,VISA,CREDIT,,,US,
400751,UNITED STATES,VISA,CREDIT,BUSINESS,GEORGIA&#039;S OWN CREDIT UNION,US,
400752,UNITED STATES,VISA,DEBIT,CLASSIC,"MUTUAL SECURITY CREDIT UNION, INC",US,
400753,UNITED STATES,VISA,DEBIT,BUSINESS,ICBA BANCARD,US,
400754,UNITED STATES,VISA,DEBIT,PREPAID,"COMMERCE BANCSHARES, INC.",US,
400755,UNITED STATES,VISA,CREDIT,BUSINESS,FIDELITY BANK,US,
400756,UNITED STATES,VISA,DEBIT,BUSINESS,SIGNATURE FEDERAL CREDIT UNION,US,
400757,UNITED STATES,VISA,DEBIT,CLASSIC,BANESCO USA,US,
400759,UNITED STATES,VISA,CREDIT,BUSINESS,TWINSTAR CREDIT UNION,US,
400760,UNITED STATES,VISA,DEBIT,CLASSIC,PENN STATE FEDERAL CREDIT UNION,US,
400761,UNITED STATES,VISA,CREDIT,TRADITIONAL,"WELLS FARGO BANK, NATIONAL ASSOCIATION",US,
400764,UNITED STATES,VISA,CREDIT,TRADITIONAL,SOARION FEDERAL CREDIT UNION,US,
400765,UNITED STATES,VISA,DEBIT,CLASSIC,FIRSTMARK CREDIT UNION,US,
400766,UNITED STATES,VISA,DEBIT,PREPAID CLASSIC,FIRSTMARK CREDIT UNION,US,
400767,UNITED STATES,VISA,DEBIT,PREPAID CLASSIC,REPUBLIC BANK &amp; TRUST COMPANY,US,
400768,UNITED STATES,VISA,DEBIT,PREPAID CLASSIC,"THE BANCORP BANK, NATIONAL ASSOCIATION",US,
400769,UNITED STATES,VISA,DEBIT,PREPAID CLASSIC,"THE BANCORP BANK, NATIONAL ASSOCIATION",US,
400771,UNITED STATES,VISA,DEBIT,BUSINESS,THAYER COUNTY BANK,US,
400775,UNITED STATES,VISA,DEBIT,CLASSIC,SSMOK EMPLOYEES FEDERAL CREDIT UNION,US,
400776,UNITED STATES,VISA,DEBIT,BUSINESS,"DAY AIR CREDIT UNION, INC.",US,
400778,UNITED STATES,VISA,DEBIT,BUSINESS,THE FIRST CITIZENS NATIONAL BANK OF UPPER SANDUSKY,US,
400779,UNITED STATES,VISA,DEBIT,CLASSIC,SOUTHERN GAS FEDERAL CREDIT UNION,US,
400780,UNITED STATES,VISA,DEBIT,CLASSIC,VALLEY NATIONAL BANK,US,
400781,UNITED STATES,VISA,CREDIT,TRADITIONAL,FORT WORTH COMMUNITY CREDIT UNION,US,
400783,UNITED STATES,VISA,CREDIT,BUSINESS,TRI COUNTIES BANK,US,
400784,UNITED STATES,VISA,DEBIT,BUSINESS,,US,
400785,UNITED STATES,VISA,DEBIT,CLASSIC,"LAFAYETTE SAVINGS BANK, F.S.B.",US,
400786,UNITED STATES,VISA,DEBIT,BUSINESS,SOLIDARITY COMMUNITY FEDERAL CREDIT UNION,US,
400788,UNITED STATES,VISA,DEBIT,BUSINESS,PARTNERS 1ST FEDERAL CREDIT UNION,US,
400790,UNITED STATES,VISA,DEBIT,CLASSIC,CRANE CREDIT UNION,US,
400791,UNITED STATES,VISA,DEBIT,CLASSIC,GENERATIONS FEDERAL CREDIT UNION,US,
400792,UNITED STATES,VISA,DEBIT,CLASSIC,,US,
400793,UNITED STATES,VISA,DEBIT,CLASSIC,"PNC FINANCIAL SERVICES GROUP, INC.",US,
400796,UNITED STATES,VISA,DEBIT,CLASSIC,ORLEX GOVERNMENT EMPLOYEES CREDIT UNION,US,
400797,UNITED STATES,VISA,DEBIT,CLASSIC,ONE THIRTEEN CREDIT UNION,US,
400798,UNITED STATES,VISA,DEBIT,BUSINESS,,US,
400799,UNITED STATES,VISA,DEBIT,CLASSIC,MERCHANTS &amp; PLANTERS&#039; BANK,US,
400800,UNITED STATES,VISA,CREDIT,,"FISERV SOLUTIONS, LLC",US,
400801,UNITED STATES,VISA,CREDIT,,"FISERV SOLUTIONS, LLC",US,
400802,UNITED STATES,VISA,CREDIT,CLASSIC,CASCADE COMMUNITY FEDERAL CREDIT UNION,US,
400803,UNITED STATES,VISA,DEBIT,BUSINESS,MUNICIPAL EMPLOYEES CREDIT UNION OF OKLAHOMA CITY,US,
400804,UNITED STATES,VISA,DEBIT,CLASSIC,THE NATIONAL CAPITAL BANK OF WASHINGTON,US,
400806,UNITED STATES,VISA,DEBIT,CLASSIC,PENNCREST BANK,US,
400807,UNITED STATES,VISA,DEBIT,CLASSIC,BULL DOG FEDERAL CREDIT UNION,US,
400808,UNITED STATES,VISA,DEBIT,CLASSIC,CREDIT UNION OF NEW JERSEY,US,
400809,UNITED STATES,VISA,DEBIT,CLASSIC,"WILMINGTON SAVINGS FUND SOCIETY, F.S.B.",US,
400813,UNITED STATES,VISA,DEBIT,BUSINESS,BANK OF COLORADO,US,
400816,UNITED STATES,VISA,CREDIT,BUSINESS,PARK VIEW FEDERAL CREDIT UNION,US,
400821,UNITED STATES,VISA,DEBIT,CLASSIC,UNION STATE BANK,US,
400822,UNITED STATES,VISA,DEBIT,CLASSIC,MICHIGAN UNITED CREDIT UNION,US,
400823,UNITED STATES,VISA,DEBIT,BUSINESS,MICHIGAN UNITED CREDIT UNION,US,
400824,UNITED STATES,VISA,DEBIT,BUSINESS,MAINSTREET BANK,US,
400831,UNITED STATES,VISA,DEBIT,BUSINESS,"NORTH AMERICAN SAVINGS BANK, F.S.B.",US,
400833,UNITED STATES,VISA,DEBIT,CLASSIC,OPEN BANK,US,
400834,UNITED STATES,VISA,DEBIT,CLASSIC,JACK DANIEL EMPLOYEES CREDIT UNION,US,
400835,UNITED STATES,VISA,DEBIT,CLASSIC,MICHIGAN ONE COMMUNITY CREDIT UNION,US,
400840,UNITED STATES,VISA,CREDIT,BUSINESS,JETSTREAM FEDERAL CREDIT UNION,US,
400841,UNITED STATES,VISA,CREDIT,CLASSIC,JETSTREAM FEDERAL CREDIT UNION,US,
400844,UNITED STATES,VISA,CREDIT,TRADITIONAL,"CITIBANK, NATIONAL ASSOCIATION - CONSUMER",US,
400848,UNITED STATES,VISA,DEBIT,CLASSIC,EVOLVE BANK &amp; TRUST,US,
400862,UNITED STATES,VISA,DEBIT,CLASSIC,INTL HDQTRS-CENTER OWNED,US,
400867,UNITED STATES,VISA,DEBIT,CLASSIC,BUFFALO METROPOLITAN FEDERAL CREDIT UNION,US,
400869,UNITED STATES,VISA,CREDIT,BUSINESS,BANK OF TRAVELERS REST,US,
400870,UNITED STATES,VISA,CREDIT,,PEOPLE&#039;S UNITED BANK,US,
400871,UNITED STATES,VISA,CREDIT,TRADITIONAL REWARDS,BANK OF TRAVELERS REST,US,
400873,UNITED STATES,VISA,DEBIT,CLASSIC,EASTERN INTERNATIONAL BANK,US,
400875,UNITED STATES,VISA,DEBIT,CLASSIC,BANK OF MADISON,US,
400876,UNITED STATES,VISA,DEBIT,CLASSIC,THE NATIONAL BANK OF MALVERN,US,
400877,UNITED STATES,VISA,DEBIT,CLASSIC,SUTTON BANK,US,
400878,UNITED STATES,VISA,DEBIT,CLASSIC,GREATER ALLIANCE FEDERAL CREDIT UNION,US,
400879,UNITED STATES,VISA,CREDIT,TRADITIONAL,"CITIBANK, NATIONAL ASSOCIATION - CONSUMER",US,
400886,UNITED STATES,VISA,DEBIT,BUSINESS,FOX COMMUNITIES CREDIT UNION,US,
400892,UNITED STATES,VISA,CREDIT,CLASSIC,SANTA CLARA COUNTY FEDERAL CREDIT UNION,US,
400893,UNITED STATES,VISA,DEBIT,CLASSIC,PEOPLESBANK,US,
400894,UNITED STATES,VISA,DEBIT,CLASSIC,THE TURBOTVILLE NATIONAL BANK,US,
400895,UNITED STATES,VISA,DEBIT,CLASSIC,"THE BANCORP BANK, NATIONAL ASSOCIATION",US,
400896,UNITED STATES,VISA,DEBIT,CLASSIC,"TD BANK USA, NATIONAL ASSOCIATION",US,
400897,UNITED STATES,VISA,DEBIT,PREPAID,REGIONS BANK,US,
400898,UNITED STATES,VISA,CREDIT,TRADITIONAL,SYNCHRONY BANK,US,
400899,UNITED STATES,VISA,CREDIT,CLASSIC,SYNCHRONY BANK,US,
400901,UNITED STATES,VISA,DEBIT,CLASSIC,FIRST PRYORITY BANK,US,
400908,UNITED STATES,VISA,DEBIT,CLASSIC,LANDMARK CREDIT UNION,US,
400909,UNITED STATES,VISA,DEBIT,PREPAID CLASSIC,SUTTON BANK,US,
400910,UNITED STATES,VISA,DEBIT,PREPAID RELOADABLE,METABANK,US,
400918,UNITED STATES,VISA,CREDIT,BUSINESS,HORIZON UTAH FEDERAL CREDIT UNION,US,
400919,UNITED STATES,VISA,CREDIT,TRADITIONAL,"CITIBANK, NATIONAL ASSOCIATION - CONSUMER",US,
400920,UNITED STATES,VISA,DEBIT,CLASSIC,FIRST BANK NJ,US,
400922,UNITED STATES,VISA,CREDIT,CLASSIC,NEW ENGLAND FEDERAL CREDIT UNION,US,
400923,UNITED STATES,VISA,CREDIT,CLASSIC,BLUEOX CREDIT UNION,US,
400927,UNITED STATES,VISA,CREDIT,TRADITIONAL,"CITIBANK, NATIONAL ASSOCIATION - CONSUMER",US,
400928,UNITED STATES,VISA,DEBIT,CLASSIC,"ASSOCIATED BANK, N.A.",US,
400932,UNITED STATES,VISA,CREDIT,BUSINESS,NEW ENGLAND FEDERAL CREDIT UNION,US,
400936,UNITED STATES,VISA,DEBIT,CLASSIC,"FIRST STATE BANK OF ST. CHARLES, MISSOURI",US,
400944,UNITED STATES,VISA,CREDIT,TRADITIONAL,"CITIBANK, NATIONAL ASSOCIATION - CONSUMER",US,
400945,UNITED STATES,VISA,DEBIT,CLASSIC,MEMBERS ADVANTAGE CREDIT UNION,US,
400947,UNITED STATES,VISA,CREDIT,CLASSIC,"WASHINGTON FEDERAL, NATIONAL ASSOCIATION",US,
400948,UNITED STATES,VISA,DEBIT,PREPAID CLASSIC,MAINE COMMUNITY BANK,US,
400957,UNITED STATES,VISA,CREDIT,CLASSIC,STAGEPOINT FEDERAL CREDIT UNION,US,
400961,UNITED STATES,VISA,CREDIT,TRADITIONAL,"CITIBANK, NATIONAL ASSOCIATION - CONSUMER",US,
400966,UNITED STATES,VISA,DEBIT,CLASSIC,CENTRAL WILLAMETTE CREDIT UNION,US,
400967,UNITED STATES,VISA,DEBIT,BUSINESS,CENTRAL WILLAMETTE CREDIT UNION,US,
400968,UNITED STATES,VISA,DEBIT,PREPAID CLASSIC,G P O FEDERAL CREDIT UNION,US,
400969,UNITED STATES,VISA,CREDIT,TRADITIONAL,BANK OF CAVE CITY,US,
400971,UNITED STATES,VISA,CREDIT,,CENTRAL BANK,US,
400972,UNITED STATES,VISA,CREDIT,TRADITIONAL REWARDS,"TCM BANK, NATIONAL ASSOCIATION",US,
400973,UNITED STATES,VISA,CREDIT,TRADITIONAL,TIPPECANOE FEDERAL CREDIT UNION,US,
400977,UNITED STATES,VISA,CREDIT,BUSINESS,"TCM BANK, NATIONAL ASSOCIATION",US,
400979,UNITED STATES,VISA,DEBIT,PREPAID CLASSIC,MNB BANK,US,
400980,UNITED STATES,VISA,CREDIT,BUSINESS,BANK OF CAVE CITY,US,
400981,UNITED STATES,VISA,DEBIT,CLASSIC,NOTRE DAME FEDERAL CREDIT UNION,US,
400982,UNITED STATES,VISA,DEBIT,CLASSIC,FORT LIBERTY FEDERAL CREDIT UNION,US,
400983,UNITED STATES,VISA,DEBIT,CLASSIC,SOUTH COAST ILWU FEDERAL CREDIT UNION,US,
400984,UNITED STATES,VISA,CREDIT,SIGNATURE,GREENVILLE FEDERAL CREDIT UNION,US,
400985,UNITED STATES,VISA,CREDIT,CLASSIC,COMMONWEALTH BANK AND TRUST COMPANY,US,
400986,UNITED STATES,VISA,CREDIT,CLASSIC,VENTURA COUNTY CREDIT UNION,US,
400987,UNITED STATES,VISA,DEBIT,CLASSIC,"BOKF, NATIONAL ASSOCIATION",US,
400988,UNITED STATES,VISA,DEBIT,BUSINESS,INWOOD NATIONAL BANK,US,
400989,UNITED STATES,VISA,CREDIT,TRADITIONAL,FIRST FINANCIAL BANK,US,
400991,UNITED STATES,VISA,DEBIT,CLASSIC,LEGACY BANK,US,
400995,UNITED STATES,VISA,DEBIT,CLASSIC,NICOLET NATIONAL BANK,US,
400997,UNITED STATES,VISA,DEBIT,BUSINESS,COMMUNITY FEDERAL SAVINGS BANK,US,
400998,UNITED STATES,VISA,DEBIT,CLASSIC,FINANCIAL HEALTH FEDERAL CREDIT UNION,US,
400999,UNITED STATES,VISA,DEBIT,CLASSIC,TEE-PAK CREDIT UNION,US,
401000,UNITED STATES,VISA,CREDIT,BUSINESS,U.S. BANK NATIONAL ASSOCIATION-CREDIT,US,
401001,UNITED STATES,VISA,CREDIT,BUSINESS,U.S. BANK NATIONAL ASSOCIATION-CREDIT,US,
401002,UNITED STATES,VISA,CREDIT,BUSINESS,U.S. BANK NATIONAL ASSOCIATION-CREDIT,US,
401003,UNITED STATES,VISA,CREDIT,BUSINESS,U.S. BANK NATIONAL ASSOCIATION-CREDIT,US,
401008,UNITED STATES,VISA,CREDIT,,,US,
401015,UNITED STATES,VISA,CREDIT,,,US,
401019,UNITED STATES,VISA,CREDIT,,,US,
401022,UNITED STATES,VISA,CREDIT,,,US,
401023,UNITED STATES,VISA,CREDIT,,,US,
401026,UNITED STATES,VISA,CREDIT,,,US,
401028,UNITED STATES,VISA,CREDIT,,,US,
401029,UNITED STATES,VISA,CREDIT,,,US,
401037,UNITED STATES,VISA,CREDIT,,,US,
401038,UNITED STATES,VISA,CREDIT,,,US,
401041,UNITED STATES,VISA,CREDIT,TRADITIONAL,PRIORITY TRUST CREDIT UNION,US,
401042,UNITED STATES,VISA,DEBIT,PREPAID CLASSIC,MAINE COMMUNITY BANK,US,
401050,UNITED STATES,VISA,DEBIT,CLASSIC,MAINE COMMUNITY BANK,US,
401051,UNITED STATES,VISA,DEBIT,BUSINESS,MAINE COMMUNITY BANK,US,
401052,UNITED STATES,VISA,DEBIT,BUSINESS,THE CITIZENS BANK,US,
401053,UNITED STATES,VISA,DEBIT,CLASSIC,CGR CREDIT UNION,US,
401054,UNITED STATES,VISA,CREDIT,CLASSIC,KBR HERITAGE FEDERAL CREDIT UNION,US,
401055,UNITED STATES,VISA,DEBIT,BUSINESS,BANK 21,US,
401058,UNITED STATES,VISA,CREDIT,,,US,
401061,UNITED STATES,VISA,DEBIT,CLASSIC,METROPOLITAN L FEDERAL CREDIT UNION,US,
401062,UNITED STATES,VISA,CREDIT,BUSINESS,U.S. BANK NATIONAL ASSOCIATION-CREDIT,US,
401067,UNITED STATES,VISA,CREDIT,,,US,
401069,UNITED STATES,VISA,CREDIT,,,US,
401074,UNITED STATES,VISA,CREDIT,,,US,
401075,UNITED STATES,VISA,CREDIT,,,US,
401076,UNITED STATES,VISA,CREDIT,,,US,
401077,UNITED STATES,VISA,CREDIT,,,US,
401078,UNITED STATES,VISA,CREDIT,,,US,
401081,UNITED STATES,VISA,CREDIT,,,US,
401083,UNITED STATES,VISA,CREDIT,,,US,
401094,UNITED STATES,VISA,CREDIT,,,US,
401099,UNITED STATES,VISA,CREDIT,TRADITIONAL,LEAD BANK,US,
401101,UNITED STATES,VISA,CREDIT,BUSINESS,UNION BANK AND TRUST COMPANY,US,
401102,UNITED STATES,VISA,CREDIT,TRADITIONAL,EVERGREEN DIRECT CREDIT UNION,US,
401104,UNITED STATES,VISA,DEBIT,PREPAID CLASSIC,SUTTON BANK,US,
401105,UNITED STATES,VISA,DEBIT,CLASSIC,PENTAGON FEDERAL CREDIT UNION,US,
401106,UNITED STATES,VISA,DEBIT,CLASSIC,MCCOY FEDERAL CREDIT UNION,US,
401107,UNITED STATES,VISA,DEBIT,CLASSIC,JETSTREAM FEDERAL CREDIT UNION,US,
401109,UNITED STATES,VISA,CREDIT,CLASSIC,LANDMARK CREDIT UNION,US,
401110,UNITED STATES,VISA,CREDIT,CLASSIC,ELECTRO SAVINGS CREDIT UNION,US,
401111,UNITED STATES,VISA,CREDIT,BUSINESS,FIRST BANK,US,
401112,UNITED STATES,VISA,CREDIT,TRADITIONAL,"CITIBANK, NATIONAL ASSOCIATION - CONSUMER",US,
401113,UNITED STATES,VISA,DEBIT,BUSINESS,"CF BANK, NATIONAL ASSOCIATION",US,
401114,UNITED STATES,VISA,CREDIT,TRADITIONAL,COASTLINE FEDERAL CREDIT UNION,US,
401115,UNITED STATES,VISA,CREDIT,TRADITIONAL,"CITIBANK, NATIONAL ASSOCIATION - CONSUMER",US,
401116,UNITED STATES,VISA,CREDIT,TRADITIONAL,THE SUMMIT FEDERAL CREDIT UNION,US,
401117,UNITED STATES,VISA,CREDIT,TRADITIONAL,AGRICULTURE FEDERAL CREDIT UNION,US,
401118,UNITED STATES,VISA,CREDIT,GOLD,AGRICULTURE FEDERAL CREDIT UNION,US,
401119,UNITED STATES,VISA,DEBIT,CLASSIC,VALLEY STRONG CREDIT UNION,US,
401121,UNITED STATES,VISA,CREDIT,BUSINESS,ARLINGTON COMMUNITY FEDERAL CREDIT UNION,US,
401122,UNITED STATES,VISA,CREDIT,CLASSIC,COMMUNITY TRUST CREDIT UNION,US,
401123,UNITED STATES,VISA,CREDIT,BUSINESS,"BANK OF AMERICA, NATIONAL ASSOCIATION",US,
401124,UNITED STATES,VISA,CREDIT,GOLD,"BANK OF AMERICA, NATIONAL ASSOCIATION",US,
401125,UNITED STATES,VISA,CREDIT,GOLD,FIRST COMMUNITY FEDERAL CREDIT UNION,US,
401126,UNITED STATES,VISA,CREDIT,TRADITIONAL REWARDS,U. S. EAGLE FEDERAL CREDIT UNION,US,
401128,UNITED STATES,VISA,DEBIT,PREPAID RELOADABLE,METABANK,US,
401129,UNITED STATES,VISA,DEBIT,BUSINESS,CHARLEVOIX STATE BANK,US,
401134,UNITED STATES,VISA,CREDIT,CLASSIC,"CITIBANK, N.A.",US,
401135,UNITED STATES,VISA,CREDIT,TRADITIONAL,JPMORGAN CHASE BANK N.A.,US,
401136,UNITED STATES,VISA,CREDIT,TRADITIONAL,JPMORGAN CHASE BANK N.A.,US,
401139,UNITED STATES,VISA,DEBIT,CLASSIC,COMMUNICATION FEDERAL CREDIT UNION,US,
401141,UNITED STATES,VISA,DEBIT,PREPAID CLASSIC,COMMUNITY FEDERAL SAVINGS BANK,US,
401142,UNITED STATES,VISA,DEBIT,CLASSIC,THE NEW ORLEANS FIREMEN&#039;S FEDERAL CREDIT UNION,US,
401143,UNITED STATES,VISA,CREDIT,TRADITIONAL,K U E FEDERAL CREDIT UNION,US,
401147,UNITED STATES,VISA,CREDIT,TRADITIONAL,FIRST FAMILY FEDERAL CREDIT UNION,US,
401149,UNITED STATES,VISA,DEBIT,CLASSIC,FIRST FINANCIAL BANK,US,
401150,UNITED STATES,VISA,DEBIT,CLASSIC,CENTURYFIRST FEDERAL CREDIT UNION,US,
401153,UNITED STATES,VISA,DEBIT,CLASSIC,,US,
